Move Name,Move Type,Move Class,Pokemon Name,Pokemon Type,Pokemon Type2
Confusion,Psychic,Fast,Ralts,Psychic,Fairy
Confusion,Psychic,Fast,Ralts Normal,Psychic,Fairy
Confusion,Psychic,Fast,Ralts Purified,Psychic,Fairy
Confusion,Psychic,Fast,Ralts Shadow,Psychic,Fairy
Confusion,Psychic,Fast,Slowbro,Water,Psychic
Confusion,Psychic,Fast,Slowking,Water,Psychic
Confusion,Psychic,Fast,Slowpoke,Water,Psychic
Confusion,Psychic,Fast,Solrock,Rock,Psychic
Confusion,Psychic,Fast,Swoobat,Psychic,Flying
Confusion,Psychic,Fast,Uxie,Psychic,
Confusion,Psychic,Fast,Venomoth,Bug,Poison
Confusion,Psychic,Fast,Venomoth Normal,Bug,Poison
Confusion,Psychic,Fast,Venomoth Purified,Bug,Poison
Confusion,Psychic,Fast,Venomoth Shadow,Bug,Poison
Confusion,Psychic,Fast,Venonat,Bug,Poison
Confusion,Psychic,Fast,Venonat Normal,Bug,Poison
Confusion,Psychic,Fast,Venonat Purified,Bug,Poison
Confusion,Psychic,Fast,Venonat Shadow,Bug,Poison
Confusion,Psychic,Fast,Victini,Psychic,Fire
Confusion,Psychic,Fast,Woobat,Psychic,Flying
Confusion,Psychic,Fast,Wormadam Plant,Bug,Grass
Confusion,Psychic,Fast,Wormadam Sandy,Bug,Ground
Confusion,Psychic,Fast,Wormadam Trash,Bug,Steel
Counter,Fighting,Fast,Blaziken,Fire,Fighting
Counter,Fighting,Fast,Bonsly,Rock,
Counter,Fighting,Fast,Breloom,Grass,Fighting
Counter,Fighting,Fast,Conkeldurr,Fighting,
Counter,Fighting,Fast,Deoxys Defense,Psychic,
Counter,Fighting,Fast,Donphan,Ground,
Counter,Fighting,Fast,Escavalier,Bug,Steel
Counter,Fighting,Fast,Hariyama,Fighting,
Counter,Fighting,Fast,Haxorus,Dragon,
Counter,Fighting,Fast,Heracross,Bug,Fighting
Counter,Fighting,Fast,Hitmonchan,Fighting,
Counter,Fighting,Fast,Hitmonchan Normal,Fighting,
Counter,Fighting,Fast,Hitmonchan Purified,Fighting,
Counter,Fighting,Fast,Hitmonchan Shadow,Fighting,
Counter,Fighting,Fast,Hitmontop,Fighting,
Counter,Fighting,Fast,Lucario,Fighting,Steel
Counter,Fighting,Fast,Machamp,Fighting,
Counter,Fighting,Fast,Medicham,Fighting,Psychic
Counter,Fighting,Fast,Primeape,Fighting,
Counter,Fighting,Fast,Riolu,Fighting,
Counter,Fighting,Fast,Scrafty,Dark,Fighting
Counter,Fighting,Fast,Sudowoodo,Rock,
Counter,Fighting,Fast,Toxicroak,Poison,Fighting
Counter,Fighting,Fast,Ursaring,Normal,
Counter,Fighting,Fast,Vigoroth,Normal,
Counter,Fighting,Fast,Wobbuffet,Psychic,
Counter,Fighting,Fast,Wobbuffet Normal,Psychic,
Counter,Fighting,Fast,Wobbuffet Purified,Psychic,
Counter,Fighting,Fast,Wobbuffet Shadow,Psychic,
Counter,Fighting,Fast,Wynaut,Psychic,
Crabhammer,Water,Charge,Crawdaunt,Water,Dark
Crabhammer,Water,Charge,Kingler,Water,
Crabhammer,Water,Charge,Kingler Normal,Water,
Crabhammer,Water,Charge,Kingler Purified,Water,
Crabhammer,Water,Charge,Kingler Shadow,Water,
Cross Chop,Fighting,Charge,Golduck,Water,
Cross Chop,Fighting,Charge,Golduck Normal,Water,
Cross Chop,Fighting,Charge,Golduck Purified,Water,
Cross Chop,Fighting,Charge,Golduck Shadow,Water,
Cross Chop,Fighting,Charge,Machamp,Fighting,
Cross Chop,Fighting,Charge,Machop,Fighting,
Cross Chop,Fighting,Charge,Makuhita,Fighting,
Cross Chop,Fighting,Charge,Mankey,Fighting,
Cross Chop,Fighting,Charge,Psyduck,Water,
Cross Chop,Fighting,Charge,Psyduck Normal,Water,
Cross Chop,Fighting,Charge,Psyduck Purified,Water,
Cross Chop,Fighting,Charge,Psyduck Shadow,Water,
Cross Chop,Fighting,Charge,Riolu,Fighting,
Cross Chop,Fighting,Charge,Teddiursa,Normal,
Cross Poison,Poison,Charge,Anorith,Rock,Bug
Cross Poison,Poison,Charge,Ariados,Bug,Poison
Cross Poison,Poison,Charge,Armaldo,Rock,Bug
Cross Poison,Poison,Charge,Galvantula,Bug,Electric
Cross Poison,Poison,Charge,Joltik,Bug,Electric
Cross Poison,Poison,Charge,Paras,Bug,Grass
Cross Poison,Poison,Charge,Parasect,Bug,Grass
Cross Poison,Poison,Charge,Skorupi,Poison,Bug
Cross Poison,Poison,Charge,Spinarak,Bug,Poison
Crunch,Dark,Charge,Arcanine,Fire,
Crunch,Dark,Charge,Arcanine Normal,Fire,
Crunch,Dark,Charge,Arcanine Purified,Fire,
Crunch,Dark,Charge,Arcanine Shadow,Fire,
Crunch,Dark,Charge,Archen,Rock,Flying
Crunch,Dark,Charge,Archeops,Rock,Flying
Crunch,Dark,Charge,Bagon,Dragon,
Crunch,Dark,Charge,Bagon Normal,Dragon,
Crunch,Dark,Charge,Bagon Purified,Dragon,
Crunch,Dark,Charge,Bagon Shadow,Dragon,
Crunch,Dark,Charge,Bidoof,Normal,
Crunch,Dark,Charge,Carnivine,Grass,
Crunch,Dark,Charge,Carvanha,Water,Dark
Crunch,Dark,Charge,Croconaw,Water,
Crunch,Dark,Charge,Deino,Dark,Dragon
Crunch,Dark,Charge,Drapion,Poison,Dark
Crunch,Dark,Charge,Eelektrik,Electric,
Crunch,Dark,Charge,Eelektross,Electric,
Crunch,Dark,Charge,Exploud,Normal,
Crunch,Dark,Charge,Feraligatr,Water,
Crunch,Dark,Charge,Froslass,Ice,Ghost
Crunch,Dark,Charge,Granbull,Fairy,
Crunch,Dark,Charge,Grimer Alola,Poison,Dark
Crunch,Dark,Charge,Gyarados,Water,Flying
Crunch,Dark,Charge,Gyarados Normal,Water,Flying
Crunch,Dark,Charge,Gyarados Purified,Water,Flying
Crunch,Dark,Charge,Gyarados Shadow,Water,Flying
Crunch,Dark,Charge,Houndoom,Dark,Fire
Crunch,Dark,Charge,Houndoom Normal,Dark,Fire
Crunch,Dark,Charge,Houndoom Purified,Dark,Fire
Crunch,Dark,Charge,Houndoom Shadow,Dark,Fire
Crunch,Dark,Charge,Houndour,Dark,Fire
Crunch,Dark,Charge,Houndour Normal,Dark,Fire
Crunch,Dark,Charge,Houndour Purified,Dark,Fire
Crunch,Dark,Charge,Houndour Shadow,Dark,Fire
Crunch,Dark,Charge,Huntail,Water,
Crunch,Dark,Charge,Kangaskhan,Normal,
Crunch,Dark,Charge,Kangaskhan Normal,Normal,
Crunch,Dark,Charge,Kangaskhan Purified,Normal,
Crunch,Dark,Charge,Kangaskhan Shadow,Normal,
Crunch,Dark,Charge,Krokorok,Ground,Dark
Crunch,Dark,Charge,Krookodile,Ground,Dark
Crunch,Dark,Charge,Larvitar,Rock,Ground
Crunch,Dark,Charge,Larvitar Normal,Rock,Ground
Crunch,Dark,Charge,Larvitar Purified,Rock,Ground
Crunch,Dark,Charge,Larvitar Shadow,Rock,Ground
Crunch,Dark,Charge,Luxio,Electric,
Crunch,Dark,Charge,Luxray,Electric,
Crunch,Dark,Charge,Mightyena,Dark,
Crunch,Dark,Charge,Panpour,Water,
Crunch,Dark,Charge,Pansage,Grass,
Crunch,Dark,Charge,Pansear,Fire,
Crunch,Dark,Charge,Poochyena,Dark,
Crunch,Dark,Charge,Pupitar,Rock,Ground
Crunch,Dark,Charge,Pupitar Normal,Rock,Ground
Crunch,Dark,Charge,Pupitar Purified,Rock,Ground
Crunch,Dark,Charge,Pupitar Shadow,Rock,Ground
Crunch,Dark,Charge,Raticate Alola,Dark,Normal
Crunch,Dark,Charge,Rattata Alola,Dark,Normal
Crunch,Dark,Charge,Reshiram,Dragon,Fire
Crunch,Dark,Charge,Sandile,Ground,Dark
Crunch,Dark,Charge,Seviper,Poison,
Crunch,Dark,Charge,Sharpedo,Water,Dark
Crunch,Dark,Charge,Simipour,Water,
Crunch,Dark,Charge,Simisage,Grass,
Crunch,Dark,Charge,Simisear,Fire,
Crunch,Dark,Charge,Skuntank,Poison,Dark
Crunch,Dark,Charge,Snubbull,Fairy,
Crunch,Dark,Charge,Steelix,Steel,Ground
Crunch,Dark,Charge,Steelix Normal,Steel,Ground
Crunch,Dark,Charge,Steelix Purified,Steel,Ground
Crunch,Dark,Charge,Steelix Shadow,Steel,Ground
Crunch,Dark,Charge,Stoutland,Normal,
Crunch,Dark,Charge,Stunky,Poison,Dark
Crunch,Dark,Charge,Teddiursa,Normal,
Crunch,Dark,Charge,Thundurus,Electric,Flying
Crunch,Dark,Charge,Thundurus Incarnate,Electric,Flying
Crunch,Dark,Charge,Thundurus Therian,Electric,Flying
Crunch,Dark,Charge,Totodile,Water,
Crunch,Dark,Charge,Trapinch,Ground,
Crunch,Dark,Charge,Trapinch Normal,Ground,
Crunch,Dark,Charge,Trapinch Purified,Ground,
Crunch,Dark,Charge,Trapinch Shadow,Ground,
Crunch,Dark,Charge,Tyranitar,Rock,Dark
Crunch,Dark,Charge,Tyranitar Normal,Rock,Dark
Crunch,Dark,Charge,Tyranitar Purified,Rock,Dark
Crunch,Dark,Charge,Tyranitar Shadow,Rock,Dark
Crunch,Dark,Charge,Watchog,Normal,
Crunch,Dark,Charge,Zekrom,Dragon,Electric
Cut,Normal,Fast,Dwebble,Bug,Rock
Cut,Normal,Fast,Mew,Psychic,
Cut,Normal,Fast,Sunkern,Grass,
Dark Pulse,Dark,Charge,Absol,Dark,
Dark Pulse,Dark,Charge,Absol Normal,Dark,
Dark Pulse,Dark,Charge,Absol Purified,Dark,
Dark Pulse,Dark,Charge,Absol Shadow,Dark,
Dark Pulse,Dark,Charge,Arbok,Poison,
Dark Pulse,Dark,Charge,Arbok Normal,Poison,
Dark Pulse,Dark,Charge,Arbok Purified,Poison,
Dark Pulse,Dark,Charge,Arbok Shadow,Poison,
Dark Pulse,Dark,Charge,Beheeyem,Psychic,
Dark Pulse,Dark,Charge,Bisharp,Dark,Steel
Dark Pulse,Dark,Charge,Cacturne,Grass,Dark
Dark Pulse,Dark,Charge,Cacturne Normal,Grass,Dark
Dark Pulse,Dark,Charge,Cacturne Purified,Grass,Dark
Dark Pulse,Dark,Charge,Cacturne Shadow,Grass,Dark
Dark Pulse,Dark,Charge,Cofagrigus,Ghost,
Dark Pulse,Dark,Charge,Darkrai,Dark,
Dark Pulse,Dark,Charge,Deoxys Attack,Psychic,
Dark Pulse,Dark,Charge,Dusknoir,Ghost,
Dark Pulse,Dark,Charge,Dusknoir Normal,Ghost,
Dark Pulse,Dark,Charge,Dusknoir Purified,Ghost,
Dark Pulse,Dark,Charge,Dusknoir Shadow,Ghost,
Dark Pulse,Dark,Charge,Elgyem,Psychic,
Dark Pulse,Dark,Charge,Gastly,Ghost,Poison
Dark Pulse,Dark,Charge,Haunter,Ghost,Poison
Dark Pulse,Dark,Charge,Honchkrow,Dark,Flying
Dark Pulse,Dark,Charge,Honchkrow Normal,Dark,Flying
Dark Pulse,Dark,Charge,Honchkrow Purified,Dark,Flying
Dark Pulse,Dark,Charge,Honchkrow Shadow,Dark,Flying
Dark Pulse,Dark,Charge,Houndour,Dark,Fire
Dark Pulse,Dark,Charge,Houndour Normal,Dark,Fire
Dark Pulse,Dark,Charge,Houndour Purified,Dark,Fire
Dark Pulse,Dark,Charge,Houndour Shadow,Dark,Fire
Dark Pulse,Dark,Charge,Hydreigon,Dark,Dragon
Dark Pulse,Dark,Charge,Koffing,Poison,
Dark Pulse,Dark,Charge,Koffing Normal,Poison,
Dark Pulse,Dark,Charge,Koffing Purified,Poison,
Dark Pulse,Dark,Charge,Koffing Shadow,Poison,
Dark Pulse,Dark,Charge,Liepard,Dark,
Dark Pulse,Dark,Charge,Mandibuzz,Dark,Flying
Dark Pulse,Dark,Charge,Meowth,Normal,
Dark Pulse,Dark,Charge,Meowth Alola,Dark,
Dark Pulse,Dark,Charge,Meowth Normal,Normal,
Dark Pulse,Dark,Charge,Meowth Purified,Normal,
Dark Pulse,Dark,Charge,Meowth Shadow,Normal,
Dark Pulse,Dark,Charge,Mew,Psychic,
Dark Pulse,Dark,Charge,Misdreavus,Ghost,
Dark Pulse,Dark,Charge,Mismagius,Ghost,
Dark Pulse,Dark,Charge,Muk,Poison,
Dark Pulse,Dark,Charge,Muk Alola,Poison,Dark
Dark Pulse,Dark,Charge,Muk Normal,Poison,
Dark Pulse,Dark,Charge,Muk Purified,Poison,
Dark Pulse,Dark,Charge,Muk Shadow,Poison,
Dark Pulse,Dark,Charge,Murkrow,Dark,Flying
Dark Pulse,Dark,Charge,Murkrow Normal,Dark,Flying
Dark Pulse,Dark,Charge,Murkrow Purified,Dark,Flying
Dark Pulse,Dark,Charge,Murkrow Shadow,Dark,Flying
Dark Pulse,Dark,Charge,Persian Alola,Dark,
Dark Pulse,Dark,Charge,Purrloin,Dark,
Dark Pulse,Dark,Charge,Tornadus,Flying,
Dark Pulse,Dark,Charge,Tornadus Incarnate,Flying,
Dark Pulse,Dark,Charge,Tornadus Therian,Flying,
Dark Pulse,Dark,Charge,Umbreon,Dark,
Dark Pulse,Dark,Charge,Vullaby,Dark,Flying
Dark Pulse,Dark,Charge,Vulpix Alola,Ice,
Dark Pulse,Dark,Charge,Weezing,Poison,
Dark Pulse,Dark,Charge,Weezing Normal,Poison,
Dark Pulse,Dark,Charge,Weezing Purified,Poison,
Dark Pulse,Dark,Charge,Weezing Shadow,Poison,
Dark Pulse,Dark,Charge,Yamask,Ghost,
Dark Pulse,Dark,Charge,Zorua,Dark,
Dark Pulse,Dark,Charge,Zweilous,Dark,Dragon
Dazzling Gleam,Fairy,Charge,Altaria,Dragon,Flying
Dazzling Gleam,Fairy,Charge,Audino,Normal,
Dazzling Gleam,Fairy,Charge,Banette,Ghost,
Dazzling Gleam,Fairy,Charge,Banette Normal,Ghost,
Dazzling Gleam,Fairy,Charge,Banette Purified,Ghost,
Dazzling Gleam,Fairy,Charge,Banette Shadow,Ghost,
Dazzling Gleam,Fairy,Charge,Bellossom,Grass,
Dazzling Gleam,Fairy,Charge,Bellossom Normal,Grass,
Dazzling Gleam,Fairy,Charge,Bellossom Purified,Grass,
Dazzling Gleam,Fairy,Charge,Bellossom Shadow,Grass,
Dazzling Gleam,Fairy,Charge,Blissey,Normal,
Dazzling Gleam,Fairy,Charge,Celebi,Psychic,Grass
Dazzling Gleam,Fairy,Charge,Chansey,Normal,
Dazzling Gleam,Fairy,Charge,Cherrim,Grass,
Dazzling Gleam,Fairy,Charge,Cherrim Overcast,Grass,
Dazzling Gleam,Fairy,Charge,Cherrim Sunny,Grass,
Dazzling Gleam,Fairy,Charge,Cherubi,Grass,
Dazzling Gleam,Fairy,Charge,Clefable,Fairy,
Dazzling Gleam,Fairy,Charge,Gardevoir,Psychic,Fairy
Dazzling Gleam,Fairy,Charge,Gardevoir Normal,Psychic,Fairy
Dazzling Gleam,Fairy,Charge,Gardevoir Purified,Psychic,Fairy
Dazzling Gleam,Fairy,Charge,Gardevoir Shadow,Psychic,Fairy
Dazzling Gleam,Fairy,Charge,Hoppip,Grass,Flying
Dazzling Gleam,Fairy,Charge,Illumise,Bug,
Dazzling Gleam,Fairy,Charge,Jigglypuff,Normal,Fairy
Dazzling Gleam,Fairy,Charge,Jirachi,Steel,Psychic
Dazzling Gleam,Fairy,Charge,Jumpluff,Grass,Flying
Dazzling Gleam,Fairy,Charge,Kadabra,Psychic,
Dazzling Gleam,Fairy,Charge,Kadabra Normal,Psychic,
Dazzling Gleam,Fairy,Charge,Kadabra Purified,Psychic,
Dazzling Gleam,Fairy,Charge,Kadabra Shadow,Psychic,
Dazzling Gleam,Fairy,Charge,Meloetta Aria,Normal,Psychic
Dazzling Gleam,Fairy,Charge,Mew,Psychic,
Dazzling Gleam,Fairy,Charge,Mismagius,Ghost,
Dazzling Gleam,Fairy,Charge,Munna,Psychic,
Dazzling Gleam,Fairy,Charge,Musharna,Psychic,
Dazzling Gleam,Fairy,Charge,Ninetales Alola,Ice,Fairy
Dazzling Gleam,Fairy,Charge,Roselia,Grass,Poison
Dazzling Gleam,Fairy,Charge,Roserade,Grass,Poison
Dazzling Gleam,Fairy,Charge,Skiploom,Grass,Flying
Dazzling Gleam,Fairy,Charge,Snubbull,Fairy,
Dazzling Gleam,Fairy,Charge,Togekiss,Fairy,Flying
Dazzling Gleam,Fairy,Charge,Togepi,Fairy,
Dazzling Gleam,Fairy,Charge,Togetic,Fairy,Flying
Dazzling Gleam,Fairy,Charge,Wigglytuff,Normal,Fairy
Dig,Ground,Charge,Baltoy,Ground,Psychic
Dig,Ground,Charge,Cubone,Ground,
Dig,Ground,Charge,Cubone Normal,Ground,
Dig,Ground,Charge,Cubone Purified,Ground,
Dig,Ground,Charge,Cubone Shadow,Ground,
Dig,Ground,Charge,Diglett,Ground,
Dig,Ground,Charge,Diglett Alola,Ground,Steel
Dig,Ground,Charge,Diglett Normal,Ground,
Dig,Ground,Charge,Diglett Purified,Ground,
Dig,Ground,Charge,Diglett Shadow,Ground,
Dig,Ground,Charge,Drilbur,Ground,
Dig,Ground,Charge,Dunsparce,Normal,
Dig,Ground,Charge,Eevee,Normal,
Dig,Ground,Charge,Furret,Normal,
Dig,Ground,Charge,Gabite,Dragon,Ground
Dig,Ground,Charge,Gabite Normal,Dragon,Ground
Dig,Ground,Charge,Gabite Purified,Dragon,Ground
Dig,Ground,Charge,Gabite Shadow,Dragon,Ground
Dig,Ground,Charge,Geodude,Rock,Ground
Dig,Ground,Charge,Geodude Normal,Rock,Ground
Dig,Ground,Charge,Geodude Purified,Rock,Ground
Dig,Ground,Charge,Geodude Shadow,Rock,Ground
Dig,Ground,Charge,Gible,Dragon,Ground
Dig,Ground,Charge,Gible Normal,Dragon,Ground
Dig,Ground,Charge,Gible Purified,Dragon,Ground
Dig,Ground,Charge,Gible Shadow,Dragon,Ground
Dig,Ground,Charge,Gligar,Ground,Flying
Dig,Ground,Charge,Graveler,Rock,Ground
Dig,Ground,Charge,Graveler Normal,Rock,Ground
Dig,Ground,Charge,Graveler Purified,Rock,Ground
Dig,Ground,Charge,Graveler Shadow,Rock,Ground
Dig,Ground,Charge,Herdier,Normal,
Dig,Ground,Charge,Hippopotas,Ground,
Dig,Ground,Charge,Hippopotas Normal,Ground,
Dig,Ground,Charge,Hippopotas Purified,Ground,
Dig,Ground,Charge,Hippopotas Shadow,Ground,
Dig,Ground,Charge,Lillipup,Normal,
Dig,Ground,Charge,Linoone,Normal,
Dig,Ground,Charge,Linoone Galarian,Dark,Normal
Dig,Ground,Charge,Linoone Normal,Normal,
Dig,Ground,Charge,Marowak,Ground,
Dig,Ground,Charge,Marowak Normal,Ground,
Dig,Ground,Charge,Marowak Purified,Ground,
Dig,Ground,Charge,Marowak Shadow,Ground,
Dig,Ground,Charge,Mudkip,Water,
Dig,Ground,Charge,Mudkip Normal,Water,
Dig,Ground,Charge,Mudkip Purified,Water,
Dig,Ground,Charge,Mudkip Shadow,Water,
Dig,Ground,Charge,Nidorina,Poison,
Dig,Ground,Charge,Nidorino,Poison,
Dig,Ground,Charge,Patrat,Normal,
Dig,Ground,Charge,Poochyena,Dark,
Dig,Ground,Charge,Pupitar,Rock,Ground
Dig,Ground,Charge,Pupitar Normal,Rock,Ground
Dig,Ground,Charge,Pupitar Purified,Rock,Ground
Dig,Ground,Charge,Pupitar Shadow,Rock,Ground
Dig,Ground,Charge,Quilava,Fire,
Dig,Ground,Charge,Raticate,Normal,
Dig,Ground,Charge,Raticate Normal,Normal,
Dig,Ground,Charge,Raticate Purified,Normal,
Dig,Ground,Charge,Raticate Shadow,Normal,
Dig,Ground,Charge,Rattata,Normal,
Dig,Ground,Charge,Rattata Normal,Normal,
Dig,Ground,Charge,Rattata Purified,Normal,
Dig,Ground,Charge,Rattata Shadow,Normal,
Dig,Ground,Charge,Sandile,Ground,Dark
Dig,Ground,Charge,Sandshrew,Ground,
Dig,Ground,Charge,Sandshrew Normal,Ground,
Dig,Ground,Charge,Sandshrew Purified,Ground,
Dig,Ground,Charge,Sandshrew Shadow,Ground,
Dig,Ground,Charge,Sentret,Normal,
Dig,Ground,Charge,Shedinja,Bug,Ghost
Dig,Ground,Charge,Skitty,Normal,
Dig,Ground,Charge,Spinda,Normal,
Dig,Ground,Charge,Trapinch,Ground,
Dig,Ground,Charge,Trapinch Normal,Ground,
Dig,Ground,Charge,Trapinch Purified,Ground,
Dig,Ground,Charge,Trapinch Shadow,Ground,
Dig,Ground,Charge,Wooper,Water,Ground
Dig,Ground,Charge,Zangoose,Normal,
Dig,Ground,Charge,Zigzagoon,Normal,
Dig,Ground,Charge,Zigzagoon Galarian,Dark,Normal
Dig,Ground,Charge,Zigzagoon Normal,Normal,
Disarming Voice,Fairy,Charge,Audino,Normal,
Disarming Voice,Fairy,Charge,Clefairy,Fairy,
Disarming Voice,Fairy,Charge,Delcatty,Normal,
Disarming Voice,Fairy,Charge,Exploud,Normal,
Disarming Voice,Fairy,Charge,Jigglypuff,Normal,Fairy
Disarming Voice,Fairy,Charge,Kirlia,Psychic,Fairy
Disarming Voice,Fairy,Charge,Kirlia Normal,Psychic,Fairy
Disarming Voice,Fairy,Charge,Kirlia Purified,Psychic,Fairy
Disarming Voice,Fairy,Charge,Kirlia Shadow,Psychic,Fairy
Disarming Voice,Fairy,Charge,Loudred,Normal,
Disarming Voice,Fairy,Charge,Pichu,Electric,
Disarming Voice,Fairy,Charge,Ralts,Psychic,Fairy
Disarming Voice,Fairy,Charge,Ralts Normal,Psychic,Fairy
Disarming Voice,Fairy,Charge,Ralts Purified,Psychic,Fairy
Disarming Voice,Fairy,Charge,Ralts Shadow,Psychic,Fairy
Disarming Voice,Fairy,Charge,Skitty,Normal,
Disarming Voice,Fairy,Charge,Swablu,Normal,Flying
Disarming Voice,Fairy,Charge,Whismur,Normal,
Discharge,Electric,Charge,Blitzle,Electric,
Discharge,Electric,Charge,Eelektrik,Electric,
Discharge,Electric,Charge,Electrike,Electric,
Discharge,Electric,Charge,Electrode,Electric,
Discharge,Electric,Charge,Elekid,Electric,
Discharge,Electric,Charge,Emolga,Electric,Flying
Discharge,Electric,Charge,Flaaffy,Electric,
Discharge,Electric,Charge,Flaaffy Normal,Electric,
Discharge,Electric,Charge,Flaaffy Purified,Electric,
Discharge,Electric,Charge,Flaaffy Shadow,Electric,
Discharge,Electric,Charge,Galvantula,Bug,Electric
Discharge,Electric,Charge,Jolteon,Electric,
Discharge,Electric,Charge,Joltik,Bug,Electric
Discharge,Electric,Charge,Klink,Steel,
Discharge,Electric,Charge,Magnemite,Electric,Steel
Discharge,Electric,Charge,Magnemite Normal,Electric,Steel
Discharge,Electric,Charge,Magnemite Purified,Electric,Steel
Discharge,Electric,Charge,Magnemite Shadow,Electric,Steel
Discharge,Electric,Charge,Mareep,Electric,
Discharge,Electric,Charge,Mareep Normal,Electric,
Discharge,Electric,Charge,Mareep Purified,Electric,
Discharge,Electric,Charge,Mareep Shadow,Electric,
Discharge,Electric,Charge,Minun,Electric,
Discharge,Electric,Charge,Pikachu,Electric,
Discharge,Electric,Charge,Pikachu Fall 2019,Electric,
Discharge,Electric,Charge,Pikachu Normal,Electric,
Discharge,Electric,Charge,Plusle,Electric,
Discharge,Electric,Charge,Shinx,Electric,
Discharge,Electric,Charge,Stunfisk,Ground,Electric
Discharge,Electric,Charge,Voltorb,Electric,
Discharge,Electric,Charge,Zebstrika,Electric,
Doom Desire,Steel,Charge,Jirachi,Steel,Psychic
Draco Meteor,Dragon,Charge,Dialga,Steel,Dragon
Draco Meteor,Dragon,Charge,Kyurem,Dragon,Ice
Draco Meteor,Dragon,Charge,Kyurem Normal,Dragon,Ice
Draco Meteor,Dragon,Charge,Palkia,Water,Dragon
Draco Meteor,Dragon,Charge,Reshiram,Dragon,Fire
Draco Meteor,Dragon,Charge,Salamence,Dragon,Flying
Draco Meteor,Dragon,Charge,Salamence Normal,Dragon,Flying
Draco Meteor,Dragon,Charge,Salamence Purified,Dragon,Flying
Draco Meteor,Dragon,Charge,Salamence Shadow,Dragon,Flying
Dragon Breath,Dragon,Fast,Altaria,Dragon,Flying
Dragon Breath,Dragon,Fast,Deino,Dark,Dragon
Dragon Breath,Dragon,Fast,Dialga,Steel,Dragon
Dragon Breath,Dragon,Fast,Dragonair,Dragon,
Dragon Breath,Dragon,Fast,Dragonair Normal,Dragon,
Dragon Breath,Dragon,Fast,Dragonair Purified,Dragon,
Dragon Breath,Dragon,Fast,Dragonair Shadow,Dragon,
Dragon Breath,Dragon,Fast,Dragonite,Dragon,Flying
Dragon Breath,Dragon,Fast,Dragonite Normal,Dragon,Flying
Dragon Breath,Dragon,Fast,Dragonite Purified,Dragon,Flying
Dragon Breath,Dragon,Fast,Dragonite Shadow,Dragon,Flying
Dragon Breath,Dragon,Fast,Dratini,Dragon,
Dragon Breath,Dragon,Fast,Dratini Normal,Dragon,
Dragon Breath,Dragon,Fast,Dratini Purified,Dragon,
Dragon Breath,Dragon,Fast,Dratini Shadow,Dragon,
Dragon Breath,Dragon,Fast,Giratina,Ghost,Dragon
Dragon Breath,Dragon,Fast,Giratina Altered,Ghost,Dragon
Dragon Breath,Dragon,Fast,Gyarados,Water,Flying
Dragon Breath,Dragon,Fast,Gyarados Normal,Water,Flying
Dragon Breath,Dragon,Fast,Gyarados Purified,Water,Flying
Dragon Breath,Dragon,Fast,Gyarados Shadow,Water,Flying
Dragon Breath,Dragon,Fast,Hydreigon,Dark,Dragon
Dragon Breath,Dragon,Fast,Kingdra,Water,Dragon
Dragon Breath,Dragon,Fast,Kyurem,Dragon,Ice
Dragon Breath,Dragon,Fast,Kyurem Normal,Dragon,Ice
Dragon Breath,Dragon,Fast,Kyurem White,Dragon,Ice
Dragon Breath,Dragon,Fast,Latias,Dragon,Psychic
Dragon Breath,Dragon,Fast,Latios,Dragon,Psychic
Dragon Breath,Dragon,Fast,Palkia,Water,Dragon
Dragon Breath,Dragon,Fast,Reshiram,Dragon,Fire
Dragon Breath,Dragon,Fast,Seadra,Water,
Dragon Breath,Dragon,Fast,Shelgon,Dragon,
Dragon Breath,Dragon,Fast,Shelgon Normal,Dragon,
Dragon Breath,Dragon,Fast,Shelgon Purified,Dragon,
Dragon Breath,Dragon,Fast,Shelgon Shadow,Dragon,
Dragon Breath,Dragon,Fast,Vibrava,Ground,Dragon
Dragon Breath,Dragon,Fast,Vibrava Normal,Ground,Dragon
Dragon Breath,Dragon,Fast,Vibrava Purified,Ground,Dragon
Dragon Breath,Dragon,Fast,Vibrava Shadow,Ground,Dragon
Dragon Breath,Dragon,Fast,Zekrom,Dragon,Electric
Dragon Breath,Dragon,Fast,Zweilous,Dark,Dragon
Dragon Claw,Dragon,Charge,Archen,Rock,Flying
Dragon Claw,Dragon,Charge,Archeops,Rock,Flying
Dragon Claw,Dragon,Charge,Axew,Dragon,
Dragon Claw,Dragon,Charge,Charizard,Fire,Flying
Dragon Claw,Dragon,Charge,Charizard Normal,Fire,Flying
Dragon Claw,Dragon,Charge,Charizard Purified,Fire,Flying
Dragon Claw,Dragon,Charge,Charizard Shadow,Fire,Flying
Dragon Claw,Dragon,Charge,Dragonite,Dragon,Flying
Dragon Claw,Dragon,Charge,Dragonite Normal,Dragon,Flying
Dragon Claw,Dragon,Charge,Dragonite Purified,Dragon,Flying
Dragon Claw,Dragon,Charge,Dragonite Shadow,Dragon,Flying
Dragon Claw,Dragon,Charge,Druddigon,Dragon,
Dragon Claw,Dragon,Charge,Eelektross,Electric,
Dragon Claw,Dragon,Charge,Flygon,Ground,Dragon
Dragon Claw,Dragon,Charge,Flygon Normal,Ground,Dragon
Dragon Claw,Dragon,Charge,Flygon Purified,Ground,Dragon
Dragon Claw,Dragon,Charge,Flygon Shadow,Ground,Dragon
